Type of Traveler,Route Point,Airport Code,Trips,Source Row Number,Row ID,Passenger Email,Purchase Date,Travel Date,Passenger ID,Airline,Ticket Price,Route,Ticket Type,Person,Person-1,Ticket Price-1,Airport Code-1,Airport Name,Latitude,Longitude
Extreme,Destination,COS,18,57,4659,sweien@vizpainter.com,2019/4/24,2019/5/7,SV-20785,United,161,DFW-COS,Economy,Shaun Weien,Shaun Weien,190.833333333,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,5,58,8694,ebraxton@vizpainter.com,2020/10/15,2020/10/28,ED-13885,Delta,190,DFW-HIO,Economy,Ed Braxton,Ed Braxton,172.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,5,58,8694,ebraxton@vizpainter.com,2020/10/15,2020/10/28,ED-13885,Delta,190,DFW-HIO,Economy,Ed Braxton,Ed Braxton,172.2,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,3,59,5038,ejacobs@vizpainter.com,2021/10/23,2021/11/21,EG-13900,Delta,161,DFW-HIO,Economy,Ed Jacobs,Ed Jacobs,224,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,HIO,3,59,5038,ejacobs@vizpainter.com,2021/10/23,2021/11/21,EG-13900,Delta,161,DFW-HIO,Economy,Ed Jacobs,Ed Jacobs,224,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,7,60,9163,arosenblatt@vizpainter.com,2020/11/3,2020/12/12,AG-10900,American,315,DFW-SLC,Economy,Allen Rosenblatt,Allen Rosenblatt,111.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,7,60,9163,arosenblatt@vizpainter.com,2020/11/3,2020/12/12,AG-10900,American,315,DFW-SLC,Economy,Allen Rosenblatt,Allen Rosenblatt,111.142857143,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Infrequent,Origin,DFW,3,61,8153,pchand@vizpainter.com,2021/1/18,2021/3/25,RB-19360,United,257,DFW-COS,Business,Pauline Chand,Pauline Chand,147.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,3,61,8153,pchand@vizpainter.com,2021/1/18,2021/3/25,RB-19360,United,257,DFW-COS,Business,Pauline Chand,Pauline Chand,147.333333333,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,2,62,884,onelson@vizpainter.com,2020/8/20,2020/10/24,PM-19135,Delta,203,DFW-MCO,Economy,Odella Nelson,Odella Nelson,154,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,2,62,884,onelson@vizpainter.com,2020/8/20,2020/10/24,PM-19135,Delta,203,DFW-MCO,Economy,Odella Nelson,Odella Nelson,154,MCO,Orlando International Airport,28.42939949,-81.30899811
Extreme,Origin,DFW,19,63,831,jgalang@vizpainter.com,2021/4/29,2021/6/21,JE-15745,United,491,DFW-GRB,1st Class,James Galang,James Galang,180.947368421,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,GRB,19,63,831,jgalang@vizpainter.com,2021/4/29,2021/6/21,JE-15745,United,491,DFW-GRB,1st Class,James Galang,James Galang,180.947368421,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Casual,Origin,DFW,8,64,304,jkimmel@vizpainter.com,2021/10/15,2021/11/23,JH-15910,Delta,242,DFW-ELP,Economy,Jay Kimmel,Jay Kimmel,169.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,ELP,8,64,304,jkimmel@vizpainter.com,2021/10/15,2021/11/23,JH-15910,Delta,242,DFW-ELP,Economy,Jay Kimmel,Jay Kimmel,169.125,ELP,El Paso International Airport,31.80719948,-106.3779984
Casual,Origin,DFW,7,65,1563,rcrowe@vizpainter.com,2021/5/16,2021/6/30,SG-20470,Delta,96,DFW-ELP,Economy,Ryan Crowe,Ryan Crowe,251.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,ELP,7,65,1563,rcrowe@vizpainter.com,2021/5/16,2021/6/30,SG-20470,Delta,96,DFW-ELP,Economy,Ryan Crowe,Ryan Crowe,251.428571429,ELP,El Paso International Airport,31.80719948,-106.3779984
Casual,Origin,DFW,8,66,6988,habelman@vizpainter.com,2020/5/30,2020/9/5,JA-15970,United,156,DFW-SEA,Economy,Helen Abelman,Helen Abelman,170.625,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,8,66,6988,habelman@vizpainter.com,2020/5/30,2020/9/5,JA-15970,United,156,DFW-SEA,Economy,Helen Abelman,Helen Abelman,170.625,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,13,67,1276,mo'connel@vizpainter.com,2020/3/23,2020/5/26,MS-17710,United,282,DFW-COS,Business,Meg O'Connel,Meg O'Connel,172.692307692,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,13,67,1276,mo'connel@vizpainter.com,2020/3/23,2020/5/26,MS-17710,United,282,DFW-COS,Business,Meg O'Connel,Meg O'Connel,172.692307692,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,12,68,4577,mmorse@vizpainter.com,2020/10/10,2020/12/18,MG-17650,Delta,457,DFW-JFK,Business,Magdelene Morse,Magdelene Morse,202.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,12,68,4577,mmorse@vizpainter.com,2020/10/10,2020/12/18,MG-17650,Delta,457,DFW-JFK,Business,Magdelene Morse,Magdelene Morse,202.333333333,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Frequent,Origin,DFW,11,69,6706,ccheatham@vizpainter.com,2019/4/24,2019/6/28,CS-12355,United,299,DFW-SAN,Business,Clay Cheatham,Clay Cheatham,139.636363636,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,11,69,6706,ccheatham@vizpainter.com,2019/4/24,2019/6/28,CS-12355,United,299,DFW-SAN,Business,Clay Cheatham,Clay Cheatham,139.636363636,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,13,70,5746,dmedina@vizpainter.com,2021/2/24,2021/3/30,DH-13075,United,374,DFW-MCO,Business,Dario Medina,Dario Medina,149.230769231,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,13,70,5746,dmedina@vizpainter.com,2021/2/24,2021/3/30,DH-13075,United,374,DFW-MCO,Business,Dario Medina,Dario Medina,149.230769231,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,14,71,1379,ttaslimi@vizpainter.com,2018/7/27,2018/8/9,VD-21670,United,196,DFW-SAN,Economy,Tim Taslimi,Tim Taslimi,143.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,14,71,1379,ttaslimi@vizpainter.com,2018/7/27,2018/8/9,VD-21670,United,196,DFW-SAN,Economy,Tim Taslimi,Tim Taslimi,143.428571429,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,5,72,1622,hflentye@vizpainter.com,2021/6/19,2021/7/15,JC-15385,United,152,DFW-IAD,Economy,Herbert Flentye,Herbert Flentye,131.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,IAD,5,72,1622,hflentye@vizpainter.com,2021/6/19,2021/7/15,JC-15385,United,152,DFW-IAD,Economy,Herbert Flentye,Herbert Flentye,131.2,IAD,Washington Dulles International Airport,38.94449997,-77.45580292
Casual,Origin,DFW,6,73,1747,ebarreto@vizpainter.com,2020/6/20,2020/8/17,EM-14065,American (AA),58,DFW-SEA,Economy,Eric Barreto,Eric Barreto,141.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,6,73,1747,ebarreto@vizpainter.com,2020/6/20,2020/8/17,EM-14065,American (AA),58,DFW-SEA,Economy,Eric Barreto,Eric Barreto,141.833333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,3,74,7703,asmayling@vizpainter.com,2020/4/30,2020/9/2,AA-10480,Delta,91,DFW-COS,Economy,Aaron Smayling,Aaron Smayling,114,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,3,74,7703,asmayling@vizpainter.com,2020/4/30,2020/9/2,AA-10480,Delta,91,DFW-COS,Economy,Aaron Smayling,Aaron Smayling,114,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,3,75,9591,gthornton@vizpainter.com,2018/4/22,2018/5/15,HD-14785,Delta,445,DFW-SEA,1st Class,Grant Thornton,Grant Thornton,329.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,3,75,9591,gthornton@vizpainter.com,2018/4/22,2018/5/15,HD-14785,Delta,445,DFW-SEA,1st Class,Grant Thornton,Grant Thornton,329.333333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,13,76,1713,jcastell@vizpainter.com,2019/1/8,2019/2/4,JP-15520,United,195,DFW-COS,Business,John Castell,John Castell,185.846153846,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,13,76,1713,jcastell@vizpainter.com,2019/1/8,2019/2/4,JP-15520,United,195,DFW-COS,Business,John Castell,John Castell,185.846153846,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,8,77,9879,bcastell@vizpainter.com,2021/3/24,2021/4/21,BE-11455,American Airlines,220,DFW-SAN,Economy,Becky Castell,Becky Castell,188.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,8,77,9879,bcastell@vizpainter.com,2021/3/24,2021/4/21,BE-11455,American Airlines,220,DFW-SAN,Economy,Becky Castell,Becky Castell,188.75,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,12,78,8711,iliston@vizpainter.com,2018/8/31,2018/11/18,JD-16150,United,548,DFW-JFK,1st Class,Ivan Liston,Ivan Liston,193.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,12,78,8711,iliston@vizpainter.com,2018/8/31,2018/11/18,JD-16150,United,548,DFW-JFK,1st Class,Ivan Liston,Ivan Liston,193.5,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Extreme,Origin,DFW,24,79,4674,kferguson@vizpainter.com,2020/6/24,2020/8/6,KL-16645,American Airlines,280,DFW-SAN,Economy,Karen Ferguson,Karen Ferguson,145.416666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SAN,24,79,4674,kferguson@vizpainter.com,2020/6/24,2020/8/6,KL-16645,American Airlines,280,DFW-SAN,Economy,Karen Ferguson,Karen Ferguson,145.416666667,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,10,80,4882,sperrino,2021/10/13,2021/11/4,TB-21175,Delta,322,DFW-HIO,Economy,Stefania Perrino,Stefania Perrino,199.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,10,80,4882,sperrino,2021/10/13,2021/11/4,TB-21175,Delta,322,DFW-HIO,Economy,Stefania Perrino,Stefania Perrino,199.5,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Infrequent,Origin,DFW,4,81,5690,pkriz@vizpainter.com,2019/10/8,2019/12/31,RB-19705,United,387,DFW-SLC,Economy,Pete Kriz,Pete Kriz,260.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SLC,4,81,5690,pkriz@vizpainter.com,2019/10/8,2019/12/31,RB-19705,United,387,DFW-SLC,Economy,Pete Kriz,Pete Kriz,260.25,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,6,82,9815,bspruell@vizpainter.com,2020/9/24,2020/11/30,CB-12025,Delta,120,DFW-SEA,Economy,Bryan Spruell,Bryan Spruell,145.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,6,82,9815,bspruell@vizpainter.com,2020/9/24,2020/11/30,CB-12025,Delta,120,DFW-SEA,Economy,Bryan Spruell,Bryan Spruell,145.333333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,24,83,4418,kferguson@vizpainter.com,2021/1/24,2021/4/12,KL-16645,Delta,65,DFW-SEA,Economy,Karen Ferguson,Karen Ferguson,145.416666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SEA,24,83,4418,kferguson@vizpainter.com,2021/1/24,2021/4/12,KL-16645,Delta,65,DFW-SEA,Economy,Karen Ferguson,Karen Ferguson,145.416666667,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,8,84,1631,ckastensmidt@vizpainter.com,2020/3/28,2020/5/8,CL-12565,AA,577,DFW-JFK,1st Class,Chloris Kastensmidt,Chloris Kastensmidt,153.375,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,8,84,1631,ckastensmidt@vizpainter.com,2020/3/28,2020/5/8,CL-12565,AA,577,DFW-JFK,1st Class,Chloris Kastensmidt,Chloris Kastensmidt,153.375,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,6,85,2687,jbell-@vizpainter.com,2020/9/1,2020/9/11,KB-16315,Delta,153,DFW-SEA,Economy,Joy Bell-,Joy Bell-,181,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,6,85,2687,jbell-@vizpainter.com,2020/9/1,2020/9/11,KB-16315,Delta,153,DFW-SEA,Economy,Joy Bell-,Joy Bell-,181,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,19,86,1150,mhuthwaite@vizpainter.com,2019/3/21,2019/4/4,NC-18340,Delta,169,DFW-SAN,Economy,Michelle Huthwaite,Michelle Huthwaite,191,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,SAN,19,86,1150,mhuthwaite@vizpainter.com,2019/3/21,2019/4/4,NC-18340,Delta,169,DFW-SAN,Economy,Michelle Huthwaite,Michelle Huthwaite,191,SAN,San Diego International Airport,32.73360062,-117.1900024
Infrequent,Origin,DFW,4,87,1570,atate@vizpainter.com,2021/11/5,2021/11/29,AH-10075,Delta,152,DFW-CMH,Economy,Alyssa Tate,Alyssa Tate,133.75,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,CMH,4,87,1570,atate@vizpainter.com,2021/11/5,2021/11/29,AH-10075,Delta,152,DFW-CMH,Economy,Alyssa Tate,Alyssa Tate,133.75,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,3,88,5572,dbadders@vizpainter.com,2018/11/25,2018/12/9,EA-14035,Delta,178,DFW-COS,Economy,Dorothy Badders,Dorothy Badders,143.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,3,88,5572,dbadders@vizpainter.com,2018/11/25,2018/12/9,EA-14035,Delta,178,DFW-COS,Economy,Dorothy Badders,Dorothy Badders,143.666666667,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,8,89,1446,rskaria@vizpainter.com,2021/6/5,2021/6/16,SD-20485,Delta,411,DFW-JFK,Business,Roy Skaria,Roy Skaria,166.875,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,8,89,1446,rskaria@vizpainter.com,2021/6/5,2021/6/16,SD-20485,Delta,411,DFW-JFK,Business,Roy Skaria,Roy Skaria,166.875,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,10,90,1520,tprescott@vizpainter.com,2021/1/24,2021/2/13,VW-21775,United,40,DFW-SEA,Economy,Tom Prescott,Tom Prescott,135.9,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,10,90,1520,tprescott@vizpainter.com,2021/1/24,2021/2/13,VW-21775,United,40,DFW-SEA,Economy,Tom Prescott,Tom Prescott,135.9,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Extreme,Origin,DFW,16,91,4052,sbern@vizpainter.com,2018/9/6,2018/10/3,SM-20950,American Airlines,161,DFW-CMH,Economy,Sarah Bern,Sarah Bern,157.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,CMH,16,91,4052,sbern@vizpainter.com,2018/9/6,2018/10/3,SM-20950,American Airlines,161,DFW-CMH,Economy,Sarah Bern,Sarah Bern,157.5,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,7,92,5133,ehernandez@vizpainter.com,2019/4/5,2019/6/27,EP-13915,Delta,408,DFW-SAN,Business,Erica Hernandez,Erica Hernandez,214.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,7,92,5133,ehernandez@vizpainter.com,2019/4/5,2019/6/27,EP-13915,Delta,408,DFW-SAN,Business,Erica Hernandez,Erica Hernandez,214.142857143,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,12,93,7426,kbrennan@vizpainter.com,2020/5/26,2020/6/27,LC-17140,AA,373,DFW-SLC,Business,Ken Brennan,Ken Brennan,175.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SLC,12,93,7426,kbrennan@vizpainter.com,2020/5/26,2020/6/27,LC-17140,AA,373,DFW-SLC,Business,Ken Brennan,Ken Brennan,175.5,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,5,94,2013,rphan@vizpainter.com,2019/10/26,2019/12/11,SC-20800,American,386,DFW-JFK,Business,Roy Phan,Roy Phan,182.8,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,5,94,2013,rphan@vizpainter.com,2019/10/26,2019/12/11,SC-20800,American,386,DFW-JFK,Business,Roy Phan,Roy Phan,182.8,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,8,95,8197,ltron@vizpainter.com,2021/8/12,2021/9/9,LP-17095,Delta,379,DFW-HIO,Business,Larry Tron,Larry Tron,206.875,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,HIO,8,95,8197,ltron@vizpainter.com,2021/8/12,2021/9/9,LP-17095,Delta,379,DFW-HIO,Business,Larry Tron,Larry Tron,206.875,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,5,96,8332,pgardner@vizpainter.com,2020/1/13,2020/3/12,PS-18760,Delta,281,DFW-JFK,Economy,Patrick Gardner,Patrick Gardner,205.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,5,96,8332,pgardner@vizpainter.com,2020/1/13,2020/3/12,PS-18760,Delta,281,DFW-JFK,Economy,Patrick Gardner,Patrick Gardner,205.4,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,6,97,1764,mreese@vizpainter.com,2020/7/20,2020/8/8,ML-17755,Delta,147,DFW-DSM,Economy,Mathew Reese,Mathew Reese,151.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,DSM,6,97,1764,mreese@vizpainter.com,2020/7/20,2020/8/8,ML-17755,Delta,147,DFW-DSM,Economy,Mathew Reese,Mathew Reese,151.333333333,DSM,Des Moines International Airport,41.5340004,-93.6631012
Frequent,Origin,DFW,12,98,6096,schance@vizpainter.com,2021/8/29,2021/9/26,SV-20365,United,161,DFW-COS,Business,Shaun Chance,Shaun Chance,184.583333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,COS,12,98,6096,schance@vizpainter.com,2021/8/29,2021/9/26,SV-20365,United,161,DFW-COS,Business,Shaun Chance,Shaun Chance,184.583333333,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,10,99,2533,dpowers@vizpainter.com,2018/5/29,2018/8/21,DJ-13510,Delta,296,DFW-BUR,Business,Darren Powers,Darren Powers,222.1,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,10,99,2533,dpowers@vizpainter.com,2018/5/29,2018/8/21,DJ-13510,Delta,296,DFW-BUR,Business,Darren Powers,Darren Powers,222.1,BUR,Bob Hope Airport,34.20069885,-118.3590012
Extreme,Origin,DFW,17,100,7850,azypern@vizpainter.com,2020/4/20,2020/5/6,AS-10090,United,276,DFW-JFK,Economy,Annie Zypern,Annie Zypern,178.235294118,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Extreme,Destination,JFK,17,100,7850,azypern@vizpainter.com,2020/4/20,2020/5/6,AS-10090,United,276,DFW-JFK,Economy,Annie Zypern,Annie Zypern,178.235294118,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Frequent,Origin,DFW,14,101,2312,ajones@vizpainter.com,2021/4/16,2021/6/12,BC-11125,United,162,DFW-CMH,Economy,Astrea Jones,Astrea Jones,143.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,CMH,14,101,2312,ajones@vizpainter.com,2021/4/16,2021/6/12,BC-11125,United,162,DFW-CMH,Economy,Astrea Jones,Astrea Jones,143.857142857,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Casual,Origin,DFW,6,102,4923,mhamilton@vizpainter.com,2021/10/13,2021/12/29,MH-18115,Delta,133,DFW-BUR,Economy,Mark Hamilton,Mark Hamilton,150,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,6,102,4923,mhamilton@vizpainter.com,2021/10/13,2021/12/29,MH-18115,Delta,133,DFW-BUR,Economy,Mark Hamilton,Mark Hamilton,150,BUR,Bob Hope Airport,34.20069885,-118.3590012
Frequent,Origin,DFW,13,103,4896,eludwig@vizpainter.com,2020/12/2,2020/12/29,EH-13765,United,196,DFW-MEM,Business,Ed Ludwig,Ed Ludwig,143.538461538,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MEM,13,103,4896,eludwig@vizpainter.com,2020/12/2,2020/12/29,EH-13765,United,196,DFW-MEM,Business,Ed Ludwig,Ed Ludwig,143.538461538,MEM,Memphis International Airport,35.04240036,-89.97669983
Infrequent,Origin,DFW,1,104,5863,cvanderzanden@vizpainter.com,2020/3/10,2020/5/4,CM-12235,Delta,238,DFW-COS,Economy,Christina VanderZanden,Christina VanderZanden,238,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
